intern_id,lat,lon,alt_netatmo,alt_meritdem,city,city_id,lcz
27147,51.2669356,7.2143,231,233.735565185547,Wuppertal,2276,6
27148,51.264307,7.217489,245,247.375717163086,Wuppertal,2276,6
27149,51.270925,7.214025,190,183.723129272461,Wuppertal,2276,5
27153,51.274116,7.247343,210,210.642211914062,Wuppertal,2276,6
27154,51.262466,7.341093,342,342.444305419922,Ennepe-Ruhr-Kreis,2276,14
27156,51.2657387476102,7.38272670104982,354,353.303955078125,Ennepe-Ruhr-Kreis,2276,6
27157,51.263331,7.470314,378,375.700012207031,Breckerfeld,2276,6
27158,51.2595969644198,7.47081110593921,390,387.802917480469,Ennepe-Ruhr-Kreis,2276,6
27160,51.262449,7.474202,366,367.227142333984,Ennepe-Ruhr-Kreis,2276,6
27161,51.265477,7.687449,331,325.788513183594,Altena,2276,11
27162,51.2648379,7.76313219999997,270,283.394989013672,Märkischer Kreis,2276,11
27163,51.265705,7.772413,285,286.460571289062,Märkischer Kreis,2276,11
27165,51.2862554096463,6.38175200000002,37,38.5320701599121,Kreis Viersen,2276,6
27166,51.2880473075774,6.35991096496582,50,51.6648902893066,Kreis Viersen,2276,6
27167,51.2895594,6.3641084,44,44.6107330322266,Kreis Viersen,2276,6
27169,51.2813408,6.44955730000004,38,38.4631767272949,Kreis Viersen,2276,6
27170,51.282901,6.450071,39,38.4050331115723,Kreis Viersen,2276,6
27171,51.283663,6.454198,40,40.0310745239258,Anrath,2276,6
27172,51.2825655571717,6.45969037907966,40,39.4874725341797,Anrath,2276,6
27179,51.274667,6.610935,42,42.6232986450195,Osterath,2276,6
27181,51.283226,6.616349,41,41.5130958557129,Rhein-Kreis Neuss,2276,6
27182,51.279979,6.6411,37,38.9753761291504,Rhein-Kreis Neuss,2276,6
27183,51.2826062,6.6409658,0,38.6621322631836,Meerbusch,2276,6
27184,51.278985,6.646618,35,37.146800994873,Meerbusch,2276,6
27185,51.281856,6.654542,35,38.0785064697266,Meerbusch,2276,6
27186,51.2822957190124,6.65462611377365,37,38.5757904052734,Meerbusch,2276,6
27187,51.2797701,6.6594035,37,39.5079345703125,Meerbusch,2276,6
27188,51.28163,6.659768,37,39.262866973877,Meerbusch,2276,6
27189,51.287752,6.657429,36,37.8950576782227,Meerbusch,2276,6
27190,51.2860083958486,6.66412460092934,35,35.5449714660645,Rhein-Kreis Neuss,2276,6
27191,51.287774,6.680266,31,31.9567832946777,Meerbusch,2276,9
27193,51.278607,6.728058,37,36.7505722045898,Dusseldorf,2276,6
27194,51.27986,6.730778,38,36.433910369873,Dusseldorf,2276,6
27195,51.2884,6.73743999999999,36,37.0301284790039,Dusseldorf,2276,6
27197,51.2751803765165,6.77856137724609,40,39.4953460693359,Dusseldorf,2276,12
27198,51.276751,6.78203,41,41.0190277099609,Dusseldorf,2276,5
27199,51.27587,6.787606,39,40.2502250671387,Dusseldorf,2276,5
27200,51.281896,6.791842,38,40.5021705627441,Dusseldorf,2276,6
27201,51.282428,6.796504,40,40.8261299133301,Dusseldorf,2276,6
27202,51.282639,6.79871,38,40.630542755127,Dusseldorf,2276,6
27203,51.285502,6.784799,45,42.1726379394531,Dusseldorf,2276,8
27205,51.2835098,6.8272084,43,45.4810066223145,Kreis Mettmann,2276,6
27207,51.286719,6.815503,41,41.862548828125,Kreis Mettmann,2276,6
27208,51.289909,6.81306000000002,40,41.0643653869629,Kreis Mettmann,2276,6
27209,51.2891689,6.8247022,44,45.1400375366211,Kreis Mettmann,2276,6
27212,51.28639,6.83001000000002,45,45.8900337219238,Kreis Mettmann,2276,6
27213,51.2849135562188,6.83611929416657,44,45.7676391601562,Kreis Mettmann,2276,6
27216,51.288266,6.849355,53,54.8766098022461,Kreis Mettmann,2276,6
27217,51.2858309307514,6.85137157215797,54,54.4337348937988,Kreis Mettmann,2276,6
27218,51.2881126403809,6.85031223297119,52,53.6955070495605,Kreis Mettmann,2276,6
27219,51.288489,6.855643,58,58.6572570800781,Kreis Mettmann,2276,6
27220,51.28406936,6.91739777,106,99.0620193481445,Kreis Mettmann,2276,9
27221,51.287108,6.940261,114,118.740272521973,Kreis Mettmann,2276,9
27222,51.28783,6.98758,179,180.96435546875,Mettmann,2276,6
27223,51.288392934996,6.99315039441641,181,181.829437255859,Mettmann,2276,6
27224,51.275453,7.016289,194,192.166412353516,Kreis Mettmann,2276,6
27225,51.278886,7.023216,186,188.044662475586,Kreis Mettmann,2276,6
27227,51.283448,7.025763,170,170.937149047852,Kreis Mettmann,2276,6
27228,51.2825737881737,7.05752958088146,241,242.904983520508,Kreis Mettmann,2276,6
27229,51.27817,7.104126,248,245.678482055664,Wuppertal,2276,6
27230,51.279953,7.104218,238,235.337753295898,Wuppertal,2276,6
27231,51.290283,7.117738,227,228.148818969727,Wuppertal,2276,12
27232,51.2834523,7.12150959999997,296,297.309539794922,Wuppertal,2276,6
27239,51.2765007019043,7.15590000152588,195,202.000534057617,Wuppertal,2276,6
27240,51.2892547,7.15771610000002,284,284.354064941406,Wuppertal,2276,12
27242,51.2754668987251,7.17891020230428,194,196.428665161133,Wuppertal,2276,6
27244,51.283319,7.17991,260,258.410919189453,Wuppertal,2276,6
27245,51.2854217,7.17048390000002,238,234.197799682617,Wuppertal,2276,6
27246,51.285322,7.172535,225,226.492294311523,Wuppertal,2276,6
27247,51.2795251342177,7.1890652202119,198,198.968490600586,Wuppertal,2276,5
27248,51.279402,7.19044,191,192.541107177734,Wuppertal,2276,5
27249,51.28103,7.190617,192,192.55061340332,Wuppertal,2276,5
27250,51.2877998352051,7.19399976730347,233,234.554275512695,Wuppertal,2276,6
27251,51.2846930739019,7.19876482794453,259,268.433471679688,Wuppertal,2276,11
27252,51.286067,7.205874,237,236.903701782227,Wuppertal,2276,6
27253,51.2764026721051,7.20718790848198,164,167.389221191406,Wuppertal,2276,2
27254,51.286512,7.2075140000002,249,250.285873413086,Wuppertal,2276,6
27255,51.279993,7.215084,210,211.447326660156,Wuppertal,2276,5
27256,51.28283,7.214294,194,198.623291015625,Wuppertal,2276,6
27257,51.282457,7.224788,191,191.08610534668,Wuppertal,2276,5
27258,51.28467,7.219363,202,204.49723815918,Wuppertal,2276,5
